ID,subject,phenomenon,sub_subject,Correct.sentence,Wrong.sentence,Label,URL,Generated
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Een erg interessante lezing.,Erg is de lezing interessant.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Het eten is behoorlijk pittig.,Behoorlijk is het eten pittig.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Het probleem is behoorlijk complex.,Behoorlijk is het probleem complex.,,,Chat-GPT
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De auto is erg nieuw.,Erg is de auto nieuw.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,De zon is erg fel.,Erg is de zon fel.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,In Amsterdam is het erg druk.,Erg is het in Amsterdam druk.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Tokyo is erg ver weg.,Erg is Tokyo ver weg.,,,Manual
3,Adjectival Constituent,3. The Construction of the Adjective Phrase,De bouw van de adjectivische constituent,Mijn huis is erg schoon.,Erg is mijn huis schoon.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De koffie is warm genoeg.,Warm genoege koffie.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans15030101lingtopic,ANS
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Dat klusje is makkelijk zat.,Een makkelijk zat klusje.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans15030101lingtopic,Manual/ANS
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Ik vind het een heel handig apparaat,Ik vind het een hele handig apparaat.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans15030101lingtopic,Manual/ANS
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Die flats zijn geweldig hoog.,Die flats zijn geweldige hoog.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans15030101lingtopic,Manual/ANS
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De kamer is voldoende ruim.,De kamer is ruim voldoende.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Het water is diep genoeg.,Diep genoege water.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De thee is zoet genoeg.,Zoet genoege thee.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De cake is zacht genoeg.,Zacht genoege cake.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De stoel is stevig genoeg.,Stevig genoege stoel.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De lucht is fris genoeg.,Fris genoege lucht.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De soep is heet genoeg.,Heet genoege soep.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Het brood is knapperig genoeg.,Knapperig genoege brood.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Het antwoord is duidelijk zat.,Een duidelijk zat antwoord.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De oplossing is simpel zat.,Een simpel zat oplossing.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De oefening is moeilijk zat.,Een moeilijk zat oefening.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De film is spannend zat.,Een spannend zat film.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Het verhaal is interessant zat.,Een interessant zat verhaal.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De vraag is eenvoudig zat.,Een eenvoudig zat vraag.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Het probleem is complex zat.,Een complex zat probleem.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De ruimte is groot zat.,Een groot zat ruimte.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Ik vind het een heel leuk boek.,Ik vind het een hele leuk boek.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Die stranden zijn geweldig mooi.,Die stranden zijn geweldige mooi.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Deze restaurants zijn geweldig lekker.,Deze restaurants zijn geweldige lekker.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Die parken zijn geweldig rustig.,Die parken zijn geweldige rustig.,,,Chat-GPT
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Mijn vrienden zijn geweldig mooi.,Mijn vrienden zijn geweldige mooi.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De studenten zijn geweldig slim.,De studenten zijn geweldige slim.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De examens zijn makkelijk zat.,Een makkelijk zat examen.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Binnekort krijgen we een nieuwe en heel handig systeem.,Binnekort krijgen we een nieuw en heel handige systeem.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Zijn ego is voldoende groot.,Zijn ego is groot voldoende.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Er liep daar een heel mooi meisje.,Er liep daar een hele mooi meisje.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Dat is een heel ander verhaal.,Dat is een hele ander verhaal.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De stad heeft een heel mooi park.,De stad heeft een hele mooi park.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De auto is heel duur.,De auto is hele duur.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De toren is heel hoog.,De toren is hele hoog.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Het gebouw is hoog genoeg.,Hoog genoege gebouw.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De taart is zoet genoeg.,Zoet genoege taart.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Het gerecht is zout genoeg.,Zout genoege gerecht.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Het examen is moeilijk genoeg.,Moeilijk genoege examen.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De leraren zijn streng genoeg.,Streng genoege leraren.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Het examen is lang genoeg.,Lang genoege examen.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De film is lang genoeg.,Lang genoege film.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De auto is duur genoeg.,Duur genoege auto.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Mijn vrienden zijn aardig genoeg.,Aardig genoege vrienden.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Die mensen zijn geweldig leuk.,Die mensen zijn geweldige mooi.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Het uitzicht is geweldig mooi.,Het uitzicht is geweldige mooi.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,Het examen is moeilijk zat.,Een moeilijk zat examen.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De reis is duur genoeg.,Duur genoege reis.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De wegen zijn geweldig rustig.,De wegen zijn geweldige rustig.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De wegen zijn heel rustig.,De wegen zijn hele rustig.,,,Manual
4,Adjectival Constituent,4. Degree-Indicating or Reinforcing (Pre)Determinations,Graadaanduidende of versterkende (voor)bepalingen,De reis is heel duur.,De reis is hele duur.,,,Manual
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(We zijn niet) geneigd (om) dit zomaar voorbij te laten gaan.,(We zijn niet) geneigd dat we dit zomaar voorbij zouden laten gaan.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans150403lingtopic,ANS
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Jan is altijd) bereid (om) te helpen.,(Jan is altijd) bereid dat hij zou helpen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/ans150403lingtopic,ANS
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) van plan (om) te stoppen.,(Hij is niet) van plan dat hij zou stoppen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Lisa is altijd) bereid (om) te luisteren.,(Lisa is altijd) bereid dat ze zou luisteren.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Ze zijn niet) geneigd (om) te klagen.,(Ze zijn niet) geneigd dat ze zouden klagen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Ze zijn niet) van plan (om) weg te gaan.,(Ze zijn niet) van plan dat ze weg zouden gaan.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Maria is altijd) in staat (om) haar doelen te bereiken.,(Maria is altijd) in staat dat ze haar doelen zou bereiken.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) van plan (om) te vertrekken.,(Hij is niet) van plan dat hij zou vertrekken.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Laura is altijd) bereid (om) te delen.,(Laura is altijd) bereid dat ze zou delen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(We zijn niet) in staat (om) het te begrijpen.,(We zijn niet) in staat dat we zouden begrijpen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) geneigd (om) te klagen.,(Hij is niet) geneigd dat hij zou klagen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Anna is altijd) in staat (om) te overwinnen.,(Anna is altijd) in staat dat ze zou overwinnen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is altijd) van plan (om) te helpen.,(Hij is altijd) van plan dat hij zou helpen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(De kinderen zijn niet) bereid (om) te luisteren.,(De kinderen zijn niet) bereid dat ze zouden luisteren.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Ze zijn niet) in staat (om) te winnen.,(Ze zijn niet) in staat dat ze zouden winnen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) bereid (om) te veranderen.,(Hij is niet) bereid dat hij zou veranderen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Linda is altijd) van plan (om) te leren.,(Linda is altijd) van plan dat ze zou leren.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) bereid (om) te onderhandelen.,(Hij is niet) bereid dat hij zou onderhandelen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Ze zijn niet) van plan (om) weg te gaan.,(Ze zijn niet) van plan dat ze weg zouden gaan.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) van plan (om) te vertrekken.,(Hij is niet) van plan dat hij zou vertrekken.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) van plan (om) te delen.,(Hij is niet) van plan dat hij zou delen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Fien is niet) bereid (om) te delen.,(Fien is niet) bereid dat ze zou delen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(We zijn niet) bereid (om) te luisteren.,(We zijn niet) bereid dat we zouden luisteren.,,,Manual
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Ze zijn niet) geneigd (om) te vechten.,(Ze zijn niet) geneigd dat ze zouden vechten.,,,Manual
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(We zijn niet) in staat (om) te begrijpen.,(We zijn niet) in staat dat we zouden begrijpen.,,,Manual
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Peter is altijd) van plan (om) te slagen.,(Peter is altijd) van plan dat hij zou slagen.,,,Manual
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Piet is niet) bereid (om) te stoppen met roken.,(Piet is niet) bereid dat hij zou stoppen met roken.,,,Manual
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) gewend (om) aan de kant gezet te worden.,(Hij is niet) gewend dat hij aan de kant te worden gezet.,,,Manual
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) van plan (om) te helpen.,(Hij is niet) van plan dat hij zou helpen.,,,Manual
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(We zijn niet) bereid (om) dit zomaar voorbij te laten gaan.,(We zijn niet) bereid dat we dit zomaar voorbij zouden laten gaan.,,,Manual
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Jan is altijd) in staat (om) te helpen.,(Jan is altijd) in staat dat hij zou helpen.,,,Manual
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) van plan (om) te vertrekken.,(Hij is niet) van plan dat hij zou vertrekken.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Ze zijn niet) van zins (om) te trouwen.,(Ze zijn niet) van zins dat ze zouden trouwen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Marie is altijd) bereid (om) te luisteren.,(Marie is altijd) bereid dat ze zou luisteren.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Ze is altijd) geneigd (om) te helpen.,(Ze is altijd) geneigd dat ze zou helpen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is altijd) in staat (om) te slagen.,(Hij is altijd) in staat dat hij zou slagen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Lisa is altijd al) van plan (om) te reizen.,(Lisa is altijd al) van plan dat ze zou reizen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Julia is) van plan (om) te sporten.,(Julia is) van plan dat ze zou sporten.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Lucas is) geneigd (om) te luisteren.,(Lucas is) geneigd dat hij zou luisteren.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Nina is) bereid (om) te leren.,(Nina is) bereid dat ze zou leren.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Ze zijn niet) van plan (om) te blijven.,(Ze zijn niet) van plan dat ze zouden blijven.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) van plan (om) te zwijgen.,(Hij is niet) van plan dat hij zou zwijgen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Marie is niet) bereid (om) te helpen.,(Marie is niet) bereid dat ze zou helpen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Tom is niet) bereid (om) te luisteren.,(Tom is niet) bereid dat hij zou luisteren.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Lucas is niet) bereid (om) te werken.,(Lucas is niet) bereid dat hij zou werken.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Sophie is niet) geneigd (om) te dansen.,(Sophie is niet) geneigd dat ze zou dansen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Mila is niet) van plan (om) te reizen.,(Mila is niet) van plan dat ze zou reizen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(David is niet) van plan (om) te kopen.,(David is niet) van plan dat hij zou kopen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Hij is niet) van plan (om) te stoppen.,(Hij is niet) van plan dat hij zou stoppen.,,,Chat-GPT
5,Adjectival Constituent,5. Subordinate Clauses,Bijzinnen,(Lisa is niet) bereid (om) te wachten.,(Lisa is niet) bereid dat ze zou wachten.,,,Chat-GPT
6,Adpositional Constituent,6. Pronominal Adverbs,Voornaamwoordelijke bijwoorden,Je moet tenslotte ergens in geloven.,Ergens in moet je tenslotte geloven.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15741673051642495,Manual/ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Voornaamwoordelijke bijwoorden,Nergens wordt echt diep op ingegaan.,Nergens op wordt echt diep ingegaan.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15741673051642495,Manual/ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Voornaamwoordelijke bijwoorden,Hij heeft overal een mening over.,Overal over heeft hij een mening.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15741673051642495,Manual/ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Voornaamwoordelijke bijwoorden,Ik heb die spullen ergens in gedaan.,Ergens in heb ik die spullen gedaan.,,,Manual
6,Adpositional Constituent,6. Pronominal Adverbs,Voornaamwoordelijke bijwoorden,Ik ben nergens op ingegaan.,Nergens op ben ik ingegaan.,,,Manual
6,Adpositional Constituent,6. Pronominal Adverbs,Voornaamwoordelijke bijwoorden,Hij kan overal over praten.,Overal over kan hij praten.,,,Manual
6,Adpositional Constituent,6. Pronominal Adverbs,Voornaamwoordelijke bijwoorden,Hij heeft overal wat over te zeggen.,Overal over heeft hij iets te zeggen.,,,Manual
6,Adpositional Constituent,6. Pronominal Adverbs,Voornaamwoordelijke bijwoorden,Ik kon nergens op zitten.,Nergens op kon ik  zitten.,,,Manual
6,Adpositional Constituent,6. Pronominal Adverbs,Voornaamwoordelijke bijwoorden,Hij moest ergens in geloven.,Ergens in moest hij geloven.,,,Manual
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,Het gebouw én het huis ernaast verdwijnen en maken plaats voor luxeappartementen.,Het gebouw én het huis naast eht verdwijnen en maken plaats voor luxeappartementen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,Manual/ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,"Ria Dekker draagt meestal in oude kleren, met een regenbroek erover.","Ria Dekker draagt meestal in oude kleren, met een regenbroek over ze.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,Manual/ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,In Rouveen wordt om 19.30 uur een gekostumeerde voetbalwedstrijd gehouden. Vele prominenten zullen hieraan deelnemen.,Vele prominenten zullen aan deze deelnemen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,Langs de wegen lopen greppels. Daarachter wuift manshoog het riet.,Achter die wuift manshoog het riet.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,"Waarin hij niet uitblinkt[,] is het afnemen van de bal.","In wat hij niet uitblinkt, is het afnemen van de bal.",uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,Dat is het leuke aan op reis gaan: dat je ergens naartoe kunt waar mensen je niet kennen.,Dat is het leuke aan op reis gaan: dat je naar iets toe kunt waar mensen je niet kennen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,Onze klanten komen overal vandaan.,Onze klanten komen van alles/uit alles.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,De verstrijkende tijd is een belangrijk thema van de roman; niet voor niets wilde Woolf haar roman eerst The Hours noemen.,Niet nergens voor wilde Woolf haar roman eerst The Hours noemen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,Elk jaar moeten we met iets nieuws komen.,Elk jaar moeten we ergens nieuws mee komen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,"Aan het begin van de straat dacht hij nog aan niets bijzonders, zelfs niet aan het circus.",Aan het begin van de straat dacht hij nog nergens bijzonders aan.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,Op het gratis ruilplatform ruilen.nl kunnen cadeaus omgeruild worden tegen iets wat je veel liever hebt.,Op het gratis ruilplatform ruilen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,Eigenlijk lijkt het voorwerp op niets dat ik eerder heb gezien.,Eigenlijk lijkt het voorwerp nergens op dat ik eerder heb gezien.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Vijf typen voornaamwoordelijke bijwoorden,Ik steun haar in alles wat ze doet.,Ik steun haar overal in wat ze doet.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-16000874747697907,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Opeenvolgend of los van elkaar?,Verftekeningen lagen op stapels gekwakt ... Nergens stond een titel of datum op.,Verftekeningen lagen op stapels gekwakt. Nergens op stond een titel of datum.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15741603637922556,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Opeenvolgend of los van elkaar?,Zo’n 2500 werknemers uit de metaalsector hebben vrijdag het werk neergelegd. Daarnaast hebben enkele honderden werknemers actie gevoerd met werkonderbrekingen.,Daar hebben enkele honderden werknemers actie naast gevoerd met werkonderbrekingen.,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15741603637922556,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Opeenvolgend of los van elkaar?,Waarom heeft men mij niet onmiddellijk gebeld?,Waar heeft men mij niet onmiddellijk om gebeld?,uitgesloten,https://e-ans.ivdnt.org/topics/pid/topic-15741603637922556,ANS
6,Adpositional Constituent,6. Pronominal Adverbs,Opeenvolgend of los van elkaar?,Er stond nergens een houdbaarheidsdatum op.,Nergens op stond een houdbaarheidsdatum,,,Manual
6,Adpositional Constituent,6. Pronominal Adverbs,Opeenvolgend of los van elkaar?,Waarom ga je zo vroeg weg?,Waar ga je zo vroeg om weg?,,,Manual
6,Adpositional Constituent,6. Pronominal Adverbs,Opeenvolgend of los van elkaar?,Waarom vind je dat hij vervelend is?,Waar vind je dat hij om vervelend is?,,,Manual
6,Adpositional Constituent,6. Pronominal Adverbs,Opeenvolgend of los van elkaar?,Daarnaast zijn we ook de handdoeken vergeten.,Daar zijn we ook naast de handdoeken vergeten.,,,Manual
6,Adpositional Constituent,6. Pronominal Adverbs,Opeenvolgend of los van elkaar?,Waarom wil je dat ik meega?,Waar wil je dat ik om meega?,,,Manual
